image_path,invoice_no_gt,invoice_date_gt,total_gt,invoice_no_pred,invoice_date_pred,total_pred,raw_prediction
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0001.png,,,,40378170,10/15/2012,8.25,"```json
{
  ""invoice_nr"": ""40378170"",
  ""date"": ""10/15/2012"",
  ""total_amount"": ""8.25""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0052.png,,,,67095041,12/14/2018,"79,96","```json
{
  ""invoice_nr"": ""67095041"",
  ""date"": ""12/14/2018"",
  ""total_amount"": ""79,96""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0079.png,,,,37535203,07/13/2015,"432,50","```json
{
  ""invoice_nr"": ""37535203"",
  ""date"": ""07/13/2015"",
  ""total_amount"": ""432,50""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0103.png,,,,63665479,02/12/2017,"160,00","```json
{
  ""invoice_nr"": ""63665479"",
  ""date"": ""02/12/2017"",
  ""total_amount"": ""160,00""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0172.png,,,,48902311,03/31/2016,"586,87","```json
{
  ""invoice_nr"": ""48902311"",
  ""date"": ""03/31/2016"",
  ""total_amount"": ""586,87""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0091.png,,,,82869381,09/16/2016,"452,71","```json
{
  ""invoice_nr"": ""82869381"",
  ""date"": ""09/16/2016"",
  ""total_amount"": ""452,71""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0100.png,,,,67651165,05/25/2018,"614,05","```json
{
  ""invoice_nr"": ""67651165"",
  ""date"": ""05/25/2018"",
  ""total_amount"": ""614,05""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0166.png,,,,48650328,01/23/2019,283683,"```json
{
  ""invoice_nr"": ""48650328"",
  ""date"": ""01/23/2019"",
  ""total_amount"": ""283683""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0141.png,,,,86602235,04/03/2021,339085,"```json
{
  ""invoice_nr"": ""86602235"",
  ""date"": ""04/03/2021"",
  ""total_amount"": ""339085""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0066.png,,,,78984257,10/20/2019,"27698,43","```json
{
  ""invoice_nr"": ""78984257"",
  ""date"": ""10/20/2019"",
  ""total_amount"": ""27698,43""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0016.png,,,,56514066,05/14/2014,"44,89","```json
{
  ""invoice_nr"": ""56514066"",
  ""date"": ""05/14/2014"",
  ""total_amount"": ""44,89""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0176.png,,,,89098949,11/18/2018,2433153,"```json
{
  ""invoice_nr"": ""89098949"",
  ""date"": ""11/18/2018"",
  ""total_amount"": ""2433153""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0086.png,,,,77256632,05/05/2013,"15,36","```json
{
  ""invoice_nr"": ""77256632"",
  ""date"": ""05/05/2013"",
  ""total_amount"": ""15,36""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0038.png,,,,24344887,02/20/2020,"54,99","```json
{
  ""invoice_nr"": ""24344887"",
  ""date"": ""02/20/2020"",
  ""total_amount"": ""54,99""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0095.png,,,,77939527,10/21/2013,"105,72","```json
{
  ""invoice_nr"": ""77939527"",
  ""date"": ""10/21/2013"",
  ""total_amount"": ""105,72""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0077.png,,,,28753573,07/28/2012,"59,97","```json
{
  ""invoice_nr"": ""28753573"",
  ""date"": ""07/28/2012"",
  ""total_amount"": ""59,97""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0137.png,,,,79587541,08/02/2014,"10,99","```json
{
  ""invoice_nr"": ""79587541"",
  ""date"": ""08/02/2014"",
  ""total_amount"": ""10,99""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0044.png,,,,80150256,07/24/2017,"95,32","```json
{
  ""invoice_nr"": ""80150256"",
  ""date"": ""07/24/2017"",
  ""total_amount"": ""95,32""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0034.png,,,,33137636,07/20/2015,"195,48","```json
{
  ""invoice_nr"": ""33137636"",
  ""date"": ""07/20/2015"",
  ""total_amount"": ""195,48""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0168.png,,,,27892893,01/16/2020,1517365,"```json
{
  ""invoice_nr"": ""27892893"",
  ""date"": ""01/16/2020"",
  ""total_amount"": ""1517365""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0061.png,,,,99053443,06/04/2019,"208,90","```json
{
  ""invoice_nr"": ""99053443"",
  ""date"": ""06/04/2019"",
  ""total_amount"": ""208,90""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0063.png,,,,64218159,11/09/2013,"58,79","```json
{
  ""invoice_nr"": ""64218159"",
  ""date"": ""11/09/2013"",
  ""total_amount"": ""58,79""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0009.png,,,,11158119,03/23/2019,"119,98","```json
{
  ""invoice_nr"": ""11158119"",
  ""date"": ""03/23/2019"",
  ""total_amount"": ""119,98""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0170.png,,,,43825047,05/09/2020,342039,"```json
{
  ""invoice_nr"": ""43825047"",
  ""date"": ""05/09/2020"",
  ""total_amount"": ""342039""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0148.png,,,,80036269,02/27/2018,7203524,"```json
{
  ""invoice_nr"": ""80036269"",
  ""date"": ""02/27/2018"",
  ""total_amount"": ""7203524""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0092.png,,,,95877096,07/01/2016,"481,73","```json
{
  ""invoice_nr"": ""95877096"",
  ""date"": ""07/01/2016"",
  ""total_amount"": ""481,73""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0081.png,,,,15665127,11/03/2020,213251,"```json
{
  ""invoice_nr"": ""15665127"",
  ""date"": ""11/03/2020"",
  ""total_amount"": ""213251""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0139.png,,,,26363966,06/13/2016,29440,"```json
{
  ""invoice_nr"": ""26363966"",
  ""date"": ""06/13/2016"",
  ""total_amount"": 29440
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0182.png,,,,66700610,06/19/2013,"1319,92","```json
{
  ""invoice_nr"": ""66700610"",
  ""date"": ""06/19/2013"",
  ""total_amount"": ""1319,92""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0068.png,,,,65428348,07/27/2017,"610,98","```json
{
  ""invoice_nr"": ""65428348"",
  ""date"": ""07/27/2017"",
  ""total_amount"": ""610,98""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0041.png,,,,12830936,04/27/2021,593686,"```json
{
  ""invoice_nr"": ""12830936"",
  ""date"": ""04/27/2021"",
  ""total_amount"": ""593686""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0069.png,,,,57114004,03/20/2012,"13,47","```json
{
  ""invoice_nr"": ""57114004"",
  ""date"": ""03/20/2012"",
  ""total_amount"": ""13,47""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0098.png,,,,52676405,09/02/2017,"150,85","```json
{
  ""invoice_nr"": ""52676405"",
  ""date"": ""09/02/2017"",
  ""total_amount"": ""150,85""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0155.png,,,,42242778,03/05/2017,2416160,"```json
{
  ""invoice_nr"": ""42242778"",
  ""date"": ""03/05/2017"",
  ""total_amount"": ""2416160""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0013.png,,,,53737787,12/08/2011,"186,82","```json
{
  ""invoice_nr"": ""53737787"",
  ""date"": ""12/08/2011"",
  ""total_amount"": ""186,82""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0014.png,,,,76999802,07/14/2020,7423740,"```json
{
  ""invoice_nr"": ""76999802"",
  ""date"": ""07/14/2020"",
  ""total_amount"": ""7423740""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0187.png,,,,26110076,05/20/2012,"1506,89","```json
{
  ""invoice_nr"": ""26110076"",
  ""date"": ""05/20/2012"",
  ""total_amount"": ""1506,89""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0165.png,,,,23706524,12/15/2013,"132,97","```json
{
  ""invoice_nr"": ""23706524"",
  ""date"": ""12/15/2013"",
  ""total_amount"": ""132,97""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0198.png,,,,18393770,07/16/2013,394010,"```json
{
  ""invoice_nr"": ""18393770"",
  ""date"": ""07/16/2013"",
  ""total_amount"": ""394010""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0199.png,,,,20583097,09/16/2019,"84456,99","```json
{
  ""invoice_nr"": ""20583097"",
  ""date"": ""09/16/2019"",
  ""total_amount"": ""84456,99""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0019.png,,,,70372519,05/01/2013,"4469,89","```json
{
  ""invoice_nr"": ""70372519"",
  ""date"": ""05/01/2013"",
  ""total_amount"": ""4469,89""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0123.png,,,,30386285,09/28/2020,2167643,"```json
{
  ""invoice_nr"": ""30386285"",
  ""date"": ""09/28/2020"",
  ""total_amount"": ""2167643""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0109.png,,,,11489615,07/06/2016,"275,72","```json
{
  ""invoice_nr"": ""11489615"",
  ""date"": ""07/06/2016"",
  ""total_amount"": ""275,72""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0090.png,,,,83087418,08/21/2019,4401512,"```json
{
  ""invoice_nr"": ""83087418"",
  ""date"": ""08/21/2019"",
  ""total_amount"": ""4401512""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0096.png,,,,45290929,05/19/2014,"64,90","```json
{
  ""invoice_nr"": ""45290929"",
  ""date"": ""05/19/2014"",
  ""total_amount"": ""64,90""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0053.png,,,,33691533,07/25/2014,"3290,45","```json
{
  ""invoice_nr"": ""33691533"",
  ""date"": ""07/25/2014"",
  ""total_amount"": ""3290,45""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0117.png,,,,88273503,01/17/2021,"499,98","```json
{
  ""invoice_nr"": ""88273503"",
  ""date"": ""01/17/2021"",
  ""total_amount"": ""499,98""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0042.png,,,,68043569,09/09/2011,"881,64","```json
{
  ""invoice_nr"": ""68043569"",
  ""date"": ""09/09/2011"",
  ""total_amount"": ""881,64""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0110.png,,,,19537372,07/28/2012,546985,"```json
{
  ""invoice_nr"": ""19537372"",
  ""date"": ""07/28/2012"",
  ""total_amount"": ""546985""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0083.png,,,,60400209,10/02/2017,"233,81","```json
{
  ""invoice_nr"": ""60400209"",
  ""date"": ""10/02/2017"",
  ""total_amount"": ""233,81""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0046.png,,,,26675003,10/24/2012,"161,60","```json
{
  ""invoice_nr"": ""26675003"",
  ""date"": ""10/24/2012"",
  ""total_amount"": ""161,60""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0184.png,,,,47015720,01/29/2019,"249,89","```json
{
  ""invoice_nr"": ""47015720"",
  ""date"": ""01/29/2019"",
  ""total_amount"": ""249,89""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0040.png,,,,84422507,12/08/2019,"4794,87","```json
{
  ""invoice_nr"": ""84422507"",
  ""date"": ""12/08/2019"",
  ""total_amount"": ""4794,87""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0027.png,,,,60178633,12/25/2013,"119,95","```json
{
  ""invoice_nr"": ""60178633"",
  ""date"": ""12/25/2013"",
  ""total_amount"": ""119,95""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0056.png,,,,66537515,11/25/2018,1507.50,"```json
{
  ""invoice_nr"": ""66537515"",
  ""date"": ""11/25/2018"",
  ""total_amount"": ""1507.50""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0060.png,,,,22537855,07/03/2013,"9599,09","```json
{
  ""invoice_nr"": ""22537855"",
  ""date"": ""07/03/2013"",
  ""total_amount"": ""9599,09""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0073.png,,,,40345107,04/02/2013,"159,36","```json
{
  ""invoice_nr"": ""40345107"",
  ""date"": ""04/02/2013"",
  ""total_amount"": ""159,36""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0183.png,,,,87280945,03/05/2012,"1095,56","```json
{
  ""invoice_nr"": ""87280945"",
  ""date"": ""03/05/2012"",
  ""total_amount"": ""1095,56""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0192.png,,,,65524700,02/23/2020,937905,"```json
{
  ""invoice_nr"": ""65524700"",
  ""date"": ""02/23/2020"",
  ""total_amount"": ""937905""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0108.png,,,,58805260,03/07/2019,"5458,46","```json
{
  ""invoice_nr"": ""58805260"",
  ""date"": ""03/07/2019"",
  ""total_amount"": ""5458,46""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0195.png,,,,98442092,06/10/2015,"157,01","```json
{
  ""invoice_nr"": ""98442092"",
  ""date"": ""06/10/2015"",
  ""total_amount"": ""157,01""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0190.png,,,,72677375,08/04/2013,"479,95","```json
{
  ""invoice_nr"": ""72677375"",
  ""date"": ""08/04/2013"",
  ""total_amount"": ""479,95""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0105.png,,,,99763738,06/14/2017,"366,59","```json
{
  ""invoice_nr"": ""99763738"",
  ""date"": ""06/14/2017"",
  ""total_amount"": ""366,59""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0107.png,,,,28590433,09/27/2016,1436776,"```json
{
  ""invoice_nr"": ""28590433"",
  ""date"": ""09/27/2016"",
  ""total_amount"": ""1436776""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0017.png,,,,74322107,02/02/2016,"61,96","```json
{
  ""invoice_nr"": ""74322107"",
  ""date"": ""02/02/2016"",
  ""total_amount"": ""61,96""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0047.png,,,,92651511,01/18/2015,1271486,"```json
{
  ""invoice_nr"": ""92651511"",
  ""date"": ""01/18/2015"",
  ""total_amount"": ""1271486""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0149.png,,,,20653012,08/03/2013,"581,95","```json
{
  ""invoice_nr"": ""20653012"",
  ""date"": ""08/03/2013"",
  ""total_amount"": ""581,95""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0003.png,,,,49565075,10/28/2019,"87,94","```json
{
  ""invoice_nr"": ""49565075"",
  ""date"": ""10/28/2019"",
  ""total_amount"": ""87,94""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0029.png,,,,46775557,04/05/2019,"72,98","```json
{
  ""invoice_nr"": ""46775557"",
  ""date"": ""04/05/2019"",
  ""total_amount"": ""72,98""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0008.png,,,,48402876,02/06/2020,419886,"```json
{
  ""invoice_nr"": ""48402876"",
  ""date"": ""02/06/2020"",
  ""total_amount"": ""419886""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0124.png,,,,58162869,05/18/2019,"32918,84","```json
{
  ""invoice_nr"": ""58162869"",
  ""date"": ""05/18/2019"",
  ""total_amount"": ""32918,84""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0028.png,,,,76671573,04/08/2012,"10,76","```json
{
  ""invoice_nr"": ""76671573"",
  ""date"": ""04/08/2012"",
  ""total_amount"": ""10,76""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0138.png,,,,61264237,10/25/2020,"261,95","```json
{
  ""invoice_nr"": ""61264237"",
  ""date"": ""10/25/2020"",
  ""total_amount"": ""261,95""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0036.png,,,,25342867,01/10/2015,"215,90","```json
{
  ""invoice_nr"": ""25342867"",
  ""date"": ""01/10/2015"",
  ""total_amount"": ""215,90""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0142.png,,,,83186249,03/06/2014,827587,"```json
{
  ""invoice_nr"": ""83186249"",
  ""date"": ""03/06/2014"",
  ""total_amount"": ""827587""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0181.png,,,,58097062,04/05/2013,"28929,32","```json
{
  ""invoice_nr"": ""58097062"",
  ""date"": ""04/05/2013"",
  ""total_amount"": ""28929,32""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0134.png,,,,29870205,03/15/2013,"1103,90","```json
{
  ""invoice_nr"": ""29870205"",
  ""date"": ""03/15/2013"",
  ""total_amount"": ""1103,90""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0116.png,,,,46405643,05/16/2018,281688,"```json
{
  ""invoice_nr"": ""46405643"",
  ""date"": ""05/16/2018"",
  ""total_amount"": ""281688""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0055.png,,,,86561552,03/09/2018,300471,"```json
{
  ""invoice_nr"": ""86561552"",
  ""date"": ""03/09/2018"",
  ""total_amount"": ""300471""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0039.png,,,,37292788,07/12/2013,"109,55","```json
{
  ""invoice_nr"": ""37292788"",
  ""date"": ""07/12/2013"",
  ""total_amount"": ""109,55""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0010.png,,,,86268868,03/30/2012,3358747,"```json
{
  ""invoice_nr"": ""86268868"",
  ""date"": ""03/30/2012"",
  ""total_amount"": ""3358747""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0153.png,,,,76330023,05/04/2018,255478,"```json
{
  ""invoice_nr"": ""76330023"",
  ""date"": ""05/04/2018"",
  ""total_amount"": ""255478""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0131.png,,,,13044521,01/02/2013,4825360,"```json
{
  ""invoice_nr"": ""13044521"",
  ""date"": ""01/02/2013"",
  ""total_amount"": ""4825360""
}
```"
